movie_title,release_date,genre,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore
The Crying Game,25-Nov-92,"Thriller,Romance,Crime",1,0,21,90,10,4,52,7.7
The Santa Clause 3: The Escape Clause,3-Nov-06,"Adventure,Fantasy,Comedy,Family",8,8,1,32,13,31,21,4.5
The Duchess,19-Sep-08,"Biography,Drama,History,Romance",11,1,22,62,11,4,49,7.5
Brooklyn's Finest,5-Mar-10,"Action,Drama,Thriller,Crime",24,3,6,43,20,14,30,5.6
The Marine,13-Oct-06,"Action,Drama,Thriller",11,1,2,45,7,21,34,5.8
Made of Honor,2-May-08,"Comedy,Romance",12,9,4,37,23,20,19,5
Snow White and the Seven Dwarfs,4-Feb-38,"Fantasy,Romance,Animation,Family,Musical",1,0,14,95,5,1,53,8.2
Smiley Face,16-Nov-07,"Adventure,Comedy",1,0,8,71,7,18,34,5.8
Behind Enemy Lines,30-Nov-01,"Action,Drama,Thriller,War",14,5,10,49,14,12,33,6.2
The History Boys,21-Nov-06,"Drama,Comedy",3,0,29,74,12,14,32,6.1
Star Trek III: The Search for Spock,1-Jun-84,"Action,Adventure,Sci-Fi,Thriller",4,3,10,56,20,2,35,6.9
Samsara,24-Aug-12,Documentary,10,1,13,65,6,6,44,7.8
The Railway Man,11-Apr-14,"Biography,Drama",11,2,20,59,15,3,34,7.2
Perfect Sense,3-Feb-12,"Drama,Romance",7,2,9,55,16,5,29,6.8
Endless Love,14-Feb-14,"Drama,Romance",11,19,2,30,9,24,17,4.3
Micmacs,28-May-10,"Comedy,Crime",8,2,21,62,12,2,34,7.5
Dead Snow 2: Red vs. Dead,10-Oct-14,"Action,Horror,Comedy",5,0,5,59,12,5,31,7.2
54,28-Aug-98,"Drama,History",9,9,2,33,6,36,6,2
Tower,12-Oct-16,"History,Crime,Animation,Documentary",0,0,22,92,2,3,42,7.9
Wonder Wheel,1-Dec-17,Drama,18,12,10,45,17,10,20,5.8
The Undefeated,15-Jul-11,"Biography,Documentary",5,3,0,32,0,38,9,1.9
In a Better World,1-Apr-11,Drama,7,1,21,65,9,1,35,7.8
The Conspirator,15-Apr-11,Drama,17,3,17,55,17,2,26,6.8
Thanks for Sharing,20-Sep-13,"Drama,Comedy",21,3,14,54,17,4,24,6.7
The Sum of All Fears,31-May-02,"Action,Drama,Thriller",14,8,13,45,25,4,15,5.8
The Ringer,23-Dec-05,"Sport,Comedy",12,8,9,46,14,9,19,5.9
The Lizzie McGuire Movie,2-May-03,"Adventure,Comedy,Romance,Music,Family",15,2,11,56,7,8,26,6.9
Agent Cody Banks 2: Destination London,12-Mar-04,"Action,Adventure,Mystery,Comedy,Romance,Crime,Family",11,11,3,32,14,18,9,4.5
Frida,25-Oct-02,"Biography,Drama,Romance",17,1,20,61,4,2,34,7.4
A Quiet Passion,14-Apr-17,"Biography,Drama",8,0,22,77,11,7,21,6.4
Girlhood,30-Jan-15,Drama,0,0,22,85,3,7,27,7.2
Vertical Limit,8-Dec-00,"Action,Adventure,Thriller",12,6,11,48,11,7,19,6.1
The Wackness,3-Jul-08,"Drama,Comedy,Romance",12,0,18,61,9,1,25,7.4
Flash Gordon,5-Dec-80,"Action,Adventure,Sci-Fi,Thriller",4,2,7,58,10,3,22,7.1
Kevin Hart: Let Me Explain,3-Jul-13,"Comedy,Documentary",9,3,6,53,8,6,21,6.6
Metallica: Some Kind of Monster,9-Jul-04,"Music,Documentary",4,1,27,74,2,1,31,8.7
The Santa Clause 2,1-Nov-02,"Fantasy,Comedy,Family",16,3,7,48,18,3,13,6.1
Absolute Power,14-Feb-97,"Drama,Thriller,Crime",9,3,9,52,11,3,19,6.5
Prom,29-Apr-11,"Drama,Comedy",11,3,10,50,13,4,16,6.3
Tallulah,29-Jul-16,"Drama,Comedy,Romance",6,1,12,63,6,1,25,7.6
Death of a President,27-Oct-06,"Drama,Mystery,Thriller,Crime",16,4,10,49,4,8,20,6.2
Step Into Liquid,8-Aug-03,"Sport,Documentary",5,0,22,72,0,4,27,8.5
It Might Get Loud,14-Aug-09,"Music,Documentary",5,1,21,70,3,1,27,8.3
White Material,19-Nov-10,Drama,3,0,23,81,5,4,20,6.8
The Lovers,5-May-17,Comedy,3,0,28,76,10,3,16,6.3
Dolores Claiborne,24-Mar-95,"Drama,Mystery,Thriller,Crime",6,1,12,62,4,2,23,7.5
The African Queen,21-Mar-52,"Adventure,Drama,Romance,War",1,0,14,91,5,0,23,7.8
The Tillman Story,20-Aug-10,Documentary,1,0,27,86,3,4,20,7.3
James White,13-Nov-15,Drama,3,1,21,83,10,2,15,7
High Art,12-Jun-98,"Drama,Romance",4,0,13,73,0,1,26,8.6
Lassie,1-Sep-06,"Adventure,Drama,Comedy,Family",0,0,15,84,5,5,16,7.1
The Headless Woman,19-Aug-09,"Drama,Mystery,Thriller",1,1,10,81,6,6,14,6.8
Alice in Wonderland,14-Sep-51,"Adventure,Fantasy,Animation,Family,Musical",2,0,8,68,5,0,20,8.1
The Disappearance of Eleanor Rigby: Him,10-Oct-14,"Drama,Romance",5,0,6,63,3,2,20,7.6
Copying Beethoven,10-Nov-06,"Drama,History,Music",9,2,9,59,3,4,18,7.2
God Help the Girl,5-Sep-14,"Drama,Romance,Musical",13,1,11,58,1,4,20,7.1
Le divorce,8-Aug-03,"Drama,Comedy,Romance",16,5,15,51,3,7,15,6.4
The Man Who Killed Don Quixote,10-Apr-19,"Adventure,Sci-Fi,Drama,Fantasy,Comedy",11,0,12,58,8,0,16,7.1
Happy Endings,15-Jul-05,"Drama,Thriller,Comedy,Music",9,2,20,57,4,4,16,7
Once Upon a Deadpool,12-Dec-18,"Action,Adventure,Sci-Fi,Comedy",7,1,6,53,5,13,6,4
Redline,13-Apr-07,Action,4,8,0,24,1,15,7,3.7
State and Main,22-Dec-00,"Drama,Comedy",4,0,22,75,7,4,11,6.2
The Beatles: Eight Days a Week - The Touring Years,16-Sep-16,"Music,Documentary",4,0,18,72,1,0,21,8.5
The Dinner,5-May-17,"Drama,Mystery,Thriller",15,3,12,57,8,10,4,4.4
The Final Cut,15-Oct-04,"Sci-Fi,Thriller",10,7,5,43,11,3,8,5.6
Liberty Heights,17-Nov-99,"Drama,Romance,Music",6,0,25,75,2,1,18,8.8
The Wings of the Dove,7-Nov-97,"Drama,Romance",2,1,15,73,1,1,19,8.6
The Secret Life of Words,15-Dec-06,Drama,2,0,9,68,3,0,18,8.1
Northfork,11-Jul-03,"Drama,Fantasy",8,5,18,64,1,10,10,5.1
Kamikaze Girls,9-Sep-05,Comedy,7,1,6,56,1,6,14,6.9
Paid in Full,25-Oct-02,"Action,Drama,Crime",6,4,6,49,3,6,12,6.2
From Prada to Nada,28-Jan-11,"Drama,Comedy,Romance",8,2,0,39,3,9,9,5.2
The Mustang,15-Mar-19,Drama,3,0,33,77,7,2,11,6.4
Rope,25-Sep-48,"Drama,Mystery,Thriller,Crime",4,0,6,73,2,0,18,8.6
Monsieur Ibrahim,5-Dec-03,Drama,5,0,27,69,0,2,18,8.2
Mister Lonely,2-May-08,"Drama,Comedy",10,4,8,53,4,5,11,6.6
Ashby,25-Sep-15,"Drama,Comedy,Romance",5,1,2,46,10,3,7,5.9
The Wicker Man,7-Aug-74,"Mystery,Thriller,Horror",1,0,14,87,2,2,15,7.4
Save the Green Planet!,20-Apr-05,"Sci-Fi,Drama,Thriller,Fantasy,Comedy",3,0,11,70,4,5,10,5.7
Through the Fire,10-Feb-06,"Biography,Sport,Documentary",3,0,10,65,0,4,15,7.8
Mother of Tears,6-Jun-08,"Thriller,Fantasy,Horror",2,6,10,52,8,1,10,6.5
The Curse of the Jade Scorpion,24-Aug-01,"Mystery,Comedy,Crime",17,3,11,52,10,1,8,6.5
Wonderland,28-Jul-00,Drama,5,0,23,71,1,2,15,8.4
Love Songs,21-Mar-08,"Drama,Romance,Musical",2,0,12,70,2,1,15,8.3
The Fog,8-Feb-80,"Thriller,Horror",6,0,5,55,7,1,10,6.8
Random Hearts,8-Oct-99,"Drama,Mystery,Romance",18,11,6,38,8,6,4,5.1
Lay the Favorite,7-Dec-12,Comedy,9,5,3,38,7,6,5,5.1
Matilda,2-Aug-96,"Fantasy,Comedy,Family",1,0,20,72,2,0,14,8.5
The Importance of Being Earnest,22-May-02,"Drama,Comedy,Romance",7,2,21,60,1,2,13,7.3
TRON,9-Jul-82,"Action,Adventure,Sci-Fi",7,0,6,58,5,0,11,7.1
Kill Your Friends,1-Apr-16,"Thriller,Comedy,Crime",12,4,3,45,8,2,6,5.8
Austenland,16-Aug-13,"Comedy,Romance",18,8,6,42,5,5,6,5.5
Calendar Girls,19-Dec-03,"Drama,Comedy",12,0,18,60,4,1,10,7.3
Imaginary Heroes,17-Dec-04,Drama,17,3,12,53,2,3,10,6.6
The Liberator,3-Oct-14,"Biography,Drama,History",7,1,4,51,2,4,9,6.4
All Cheerleaders Die,13-Jun-14,"Thriller,Horror,Comedy",6,4,2,45,5,3,7,5.8
The End of the Affair,3-Dec-99,"Drama,Romance",10,1,21,65,3,1,10,7.8
Freeway,23-Aug-96,"Drama,Thriller,Comedy,Crime",3,3,9,61,3,1,10,7.4
The Fluffy Movie,25-Jul-14,"Comedy,Documentary",5,1,5,56,3,2,9,6.9
Afternoon Delight,30-Aug-13,"Drama,Comedy",11,4,8,50,6,1,7,6.3
Bleeding Steel,6-Jul-18,"Action,Sci-Fi,Thriller",3,4,1,43,7,2,5,5.6
Feeling Minnesota,13-Sep-96,"Drama,Comedy,Romance,Crime",6,7,2,30,6,5,3,4.3
I Am Chris Farley,31-Jul-15,"Biography,Documentary",7,0,4,58,2,5,6,4.5
The Last Detail,12-Dec-73,"Drama,Comedy",0,0,11,89,2,0,10,7.6
Shirkers,26-Oct-18,Documentary,0,0,20,88,3,0,9,7.5
Boy Culture,23-Mar-07,Drama,6,2,4,56,1,2,9,6.9
Fierce People,7-Sep-07,Drama,9,1,5,54,1,3,8,6.7
Soul Men,7-Nov-08,"Drama,Comedy,Music",10,2,11,49,5,2,5,6.2
Abandon,18-Oct-02,"Drama,Mystery,Thriller",7,12,7,36,5,4,3,4.9
Partisan,2-Oct-15,"Drama,Thriller",9,0,3,50,5,1,5,6.3
Blue Like Jazz,13-Apr-12,"Drama,Comedy",7,2,5,48,3,2,6,6.1
The Five Obstructions,26-May-04,Documentary,2,0,20,79,1,2,7,6.6
Water Drops on Burning Rocks,14-Jul-00,Drama,3,0,12,73,2,2,6,6
The Crime of Padre Amaro,15-Nov-02,"Drama,Romance",11,1,17,60,2,1,7,7.3
Under Siege,9-Oct-92,"Action,Thriller",10,1,6,58,2,0,8,7.1
Samba,24-Jul-15,"Drama,Comedy",13,1,8,53,5,3,2,4
The Broken Hearts Club: A Romantic Comedy,29-Sep-00,"Drama,Sport,Comedy,Romance",3,5,9,51,2,2,6,6.4
The Mighty Macs,21-Oct-11,"Action,Drama,Sport",10,2,7,49,1,3,6,6.2
In the Shadow of the Moon,27-Sep-19,"Sci-Fi,Mystery,Thriller,Crime",4,2,3,48,3,5,2,3.5
G,16-Sep-05,"Drama,Romance",11,4,2,42,4,2,4,5.5
I.T.,23-Sep-16,"Drama,Mystery,Thriller,Crime",4,7,0,27,2,6,2,4
Invasion of the Body Snatchers,22-Dec-78,"Sci-Fi,Horror",3,0,12,75,2,2,5,6.2
Forty Shades of Blue,28-Sep-05,Drama,4,0,12,74,0,1,8,8.7
Little Sister,14-Oct-16,"Drama,Comedy",0,1,12,74,5,1,3,6.1
Venus and Serena,10-May-13,Documentary,5,0,10,65,2,3,4,5.2
Dhobi Ghat (Mumbai Diaries),21-Jan-11,Drama,7,0,6,55,1,5,3,4.2
Memoirs of an Invisible Man,28-Feb-92,"Sci-Fi,Thriller,Comedy,Romance",8,4,7,48,5,1,3,6.1
Airplane II: The Sequel,10-Dec-82,"Sci-Fi,Comedy",7,1,1,48,4,1,4,6.1
Hyena Road,11-Mar-16,"Drama,War",5,2,2,44,6,0,3,5.7
Skin Trade,8-May-15,"Action,Drama,Thriller,Crime",5,3,1,39,5,1,3,5.2
I'm Going Home,14-Aug-02,"Drama,Comedy",0,0,21,86,2,1,5,7.3
The Last Man on the Moon,26-Feb-16,"Adventure,Biography,History,Documentary",0,0,11,78,1,2,5,6.5
Marion Bridge,11-Apr-03,Drama,2,0,8,71,0,1,7,8.4
The Future of Food,14-Sep-05,Documentary,5,0,9,65,1,1,6,7.8
The Warrior,15-Jul-05,"Adventure,Drama",6,1,11,65,1,1,6,7.8
The Golden Bowl,27-Apr-01,"Drama,Romance",11,1,18,62,2,0,6,7.5
GMO OMG,13-Sep-13,"Family,Documentary",2,2,3,49,0,5,3,3.6
Night at the Golden Eagle,26-Apr-02,Drama,2,5,2,32,1,4,3,4.5
Glory,12-Apr-17,Drama,0,0,8,83,1,1,5,7
CQ,24-May-02,"Sci-Fi,Drama,Comedy",10,3,13,56,2,1,4,6.9
Sabrina,15-Dec-95,"Drama,Comedy",14,1,12,56,4,0,3,6.9
Detour,20-Jan-17,Thriller,5,1,1,46,4,1,2,5.9
Mind the Gap,24-Sep-04,"Drama,Comedy",5,2,3,46,0,3,4,5.9
Airheads,5-Aug-94,"Comedy,Crime,Music",3,6,9,46,3,1,3,5.9
The Devil's Violinist,30-Jan-15,"Biography,Drama,Musical",3,3,1,38,0,4,3,5.1
Poster Boy,11-Aug-06,Drama,6,5,1,36,1,3,3,4.9
Creepy,21-Oct-16,"Mystery,Thriller",3,0,10,76,1,1,4,6.3
The Emperor's New Clothes,14-Jun-02,"Drama,Comedy,Romance",10,1,17,60,3,0,3,7.3
The Great New Wonderful,23-Jun-06,"Drama,Comedy",5,2,7,57,0,1,5,7
The Better Angels,7-Nov-14,"Biography,Drama,History",13,2,8,53,3,2,1,4
Janie Jones,28-Oct-11,"Drama,Music",9,1,6,52,2,1,3,6.5
After Tiller,20-Sep-13,"Biography,Drama,Documentary,News",3,0,17,75,1,1,3,6.2
A Monster with a Thousand Heads,11-May-16,"Drama,Thriller",2,0,12,71,0,0,5,8.4
6ixtynin9,20-May-05,"Thriller,Comedy,Crime",3,0,5,65,0,0,5,7.8
The World According to Garp,23-Jul-82,"Drama,Comedy",7,0,7,63,1,0,4,7.6
My Afternoons with Margueritte,16-Sep-11,Comedy,7,1,8,59,1,2,2,4.6
The Groomsmen,14-Jul-06,"Drama,Comedy,Romance,Music",4,2,7,57,1,0,4,7
Everything's Gone Green,13-Apr-07,Comedy,9,1,7,57,1,1,3,7
History of the World: Part I,12-Jun-81,"History,Comedy",6,1,2,47,1,1,3,6
England Is Mine,25-Aug-17,"Biography,Drama,Music",15,2,2,45,4,0,1,5.8
Betting on Zero,17-Mar-17,Documentary,0,0,9,72,0,0,4,8.5
The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,10-Jun-16,"Music,Documentary",3,0,12,70,1,0,3,8.3
Gabriel,19-Jun-15,"Drama,Thriller,Family",4,1,8,67,0,0,4,8
On the Outs,13-Jul-05,Drama,4,0,10,66,1,1,2,5.3
Jealousy,15-Aug-14,Drama,7,0,10,66,2,1,1,5.3
Let the Corpses Tan,31-Aug-18,Thriller,5,1,11,62,2,0,2,7.5
The Year of the Yao,15-Apr-05,Documentary,4,0,7,62,0,1,3,7.5
Submission,2-Mar-18,Drama,8,0,5,52,1,1,2,6.5
Therapy for a Vampire,10-Jun-16,"Horror,Comedy",6,0,2,50,3,0,1,6.3
The Girl King,4-Dec-15,"Biography,Drama,History,Romance",6,1,0,37,1,2,1,5
Lucy in the Sky,4-Oct-19,"Sci-Fi,Drama",15,11,2,36,2,2,0,2.3
Jacob's Ladder,23-Aug-19,"Drama,Mystery,Thriller,Horror",4,4,0,31,1,3,0,1.8
The Hobbit: The Desolation of Smaug,13-Dec-13,"Adventure,Drama,Fantasy",13,2,29,66,226,121,"1,334",7.8
The Departed,6-Oct-06,"Mystery,Thriller,Crime",3,0,36,85,108,308,"1,217",7.3
There Will Be Blood,26-Dec-07,"Drama,Thriller",3,0,39,93,122,171,"1,209",8.1
John Wick,24-Oct-14,"Action,Thriller",5,4,31,68,158,65,"1,104",8
Spider-Man,3-May-02,"Action,Adventure,Fantasy",6,0,32,73,81,30,"1,051",8.5
Prisoners,20-Sep-13,"Drama,Thriller,Crime",10,1,42,74,63,31,"1,007",8.6
Transformers: Age Of Extinction,27-Jun-14,"Action,Adventure,Sci-Fi",14,21,3,32,302,459,298,4.4
Wreck-It Ralph,2-Nov-12,"Adventure,Comedy,Animation,Family",9,1,28,72,54,30,813,8.4
Spotlight,6-Nov-15,"Biography,Drama,History,Thriller",2,0,43,93,52,48,791,8.1
Snowpiercer,27-Jun-14,"Action,Sci-Fi,Drama,Thriller",3,0,35,84,127,99,576,7.2
Les Miserables,25-Dec-12,"Drama,Thriller,Romance,Musical",15,2,24,63,128,72,570,7.5
Terminator Salvation,21-May-09,"Action,Adventure,Sci-Fi,Thriller",23,7,16,49,253,147,364,6.1
Hacksaw Ridge,4-Nov-16,"Biography,Drama,History,Romance,War",7,0,40,71,53,22,645,8.3
Monsters University,21-Jun-13,"Adventure,Fantasy,Comedy,Animation,Family",15,0,26,65,107,23,566,7.7
Maleficent,30-May-14,"Action,Adventure,Drama,Mystery,Thriller,Fantasy,Romance,Family",21,4,19,56,179,80,408,6.8
Divergent,21-Mar-14,"Action,Adventure,Sci-Fi,Drama,Romance",24,2,12,48,195,130,304,6
300: Rise of an Empire,7-Mar-14,"Action,Drama,Fantasy,War",13,9,12,48,195,112,297,6
50/50,30-Sep-11,"Drama,Comedy",8,1,33,72,64,6,533,8.4
"Crouching Tiger, Hidden Dragon",8-Dec-00,"Action,Adventure,Drama,Fantasy,Romance",0,0,31,93,48,52,487,8.1
Mission: Impossible III,5-May-06,"Action,Adventure,Thriller",11,0,31,66,89,38,457,7.8
The Conjuring 2,10-Jun-16,"Mystery,Thriller,Horror",10,3,25,65,72,42,468,7.7
Shrek 2,19-May-04,"Adventure,Fantasy,Comedy,Animation,Family",7,0,33,75,36,9,528,8.7
Match Point,28-Dec-05,"Drama,Sport,Thriller,Romance,Crime",8,0,32,72,40,52,463,8.4
The Purge,7-Jun-13,"Sci-Fi,Thriller,Horror",17,10,6,41,202,129,170,5.3
"Hail, Caesar!",5-Feb-16,"Drama,Mystery,Comedy,Musical",11,1,38,72,151,83,233,6
Resident Evil: Retribution,14-Sep-12,"Action,Adventure,Sci-Fi,History,Thriller,Horror",10,5,2,39,121,172,166,5.1
The Mist,21-Nov-07,"Sci-Fi,Drama,Thriller",12,1,16,58,59,77,322,7
The Lobster,13-May-16,"Sci-Fi,Drama,Thriller,Comedy,Romance",4,0,40,82,71,57,309,7
Hanna,8-Apr-11,"Action,Adventure,Thriller",12,2,26,65,81,30,323,7.7
Scream 4,15-Apr-11,"Mystery,Thriller,Horror",17,3,12,52,116,69,245,6.4
ParaNorman,17-Aug-12,"Adventure,Fantasy,Horror,Comedy,Animation,Family",7,0,26,72,37,21,362,8.4
The Favourite,23-Nov-18,"Biography,Drama,History,Comedy",1,0,52,90,34,40,323,7.8
The Equalizer,26-Sep-14,"Action,Thriller,Crime",17,4,20,57,92,38,266,6.9
A Nightmare on Elm Street,16-Nov-84,Horror,1,0,11,76,23,10,355,8.8
Blue Valentine,29-Dec-10,"Drama,Romance",7,0,35,81,44,62,278,6.9
Murder on the Orient Express,10-Nov-17,"Drama,Mystery,Crime",28,3,15,52,137,34,195,6.4
Napoleon Dynamite,11-Jun-04,Comedy,10,2,24,64,33,56,276,7.6
Megamind,5-Nov-10,"Action,Sci-Fi,Comedy,Animation,Family",12,0,21,63,68,14,278,7.5
Grown Ups 2,12-Jul-13,Comedy,3,24,1,19,65,217,69,3.1
Ghostbusters,8-Jun-84,"Sci-Fi,Fantasy,Comedy",2,0,6,71,22,21,303,8.3
"10,000 BC",7-Mar-08,"Adventure,Drama,Fantasy",8,17,4,34,91,131,92,4.6
Project X,2-Mar-12,Comedy,7,10,8,48,69,73,166,6
The Blair Witch Project,16-Jul-99,"Mystery,Thriller,Horror",3,0,30,81,52,51,204,6.9
The Talented Mr. Ripley,24-Dec-99,"Drama,Mystery,Thriller,Romance,Crime",2,2,31,76,18,12,272,8.8
Eastern Promises,14-Sep-07,"Drama,Mystery,Thriller,Crime",3,0,32,82,26,51,221,7
Immortals,11-Nov-11,"Action,Drama,Fantasy",11,6,6,46,132,52,111,5.8
Before Sunrise,27-Jan-95,"Drama,Romance",3,0,15,77,11,5,273,8.9
Paul Blart: Mall Cop 2,17-Apr-15,"Action,Comedy,Crime",2,14,0,13,21,206,52,2.5
The Constant Gardener,31-Aug-05,"Drama,Thriller,Romance",2,0,37,82,45,48,184,7
Ocean's Twelve,10-Dec-04,"Thriller,Crime",8,5,26,58,89,32,155,7
Magic Mike,29-Jun-12,"Biography,Drama,Comedy",5,0,33,72,71,55,148,6
9,9-Sep-09,"Adventure,Sci-Fi,Drama,Fantasy,Animation",14,0,17,60,64,25,185,7.2
"Synecdoche, New York",24-Oct-08,"Drama,Comedy",11,2,21,67,20,37,216,7.9
Percy Jackson: Sea of Monsters,7-Aug-13,"Action,Adventure,Drama,Fantasy,Family",20,8,5,39,84,75,78,5.1
The Girl on the Train,7-Oct-16,"Drama,Mystery,Thriller",27,9,13,48,102,33,101,6
Jackass Presents: Bad Grandpa,25-Oct-13,"Comedy,Documentary",12,3,14,54,56,31,142,6.6
Lars and the Real Girl,12-Oct-07,"Drama,Comedy",6,2,24,70,17,15,194,8.2
Pearl Harbor,25-May-01,"Action,Drama,Romance,War",20,6,9,44,69,62,92,5.6
The Last Stand,18-Jan-13,"Action,Thriller,Crime",16,4,13,54,77,17,122,6.6
42,12-Apr-13,"Biography,Drama,Sport",15,0,25,62,33,11,163,7.4
Splice,4-Jun-10,"Sci-Fi,Thriller,Horror",7,2,26,66,70,54,82,5.4
Legion,22-Jan-10,"Action,Thriller,Fantasy",8,6,0,32,35,99,66,4.4
Mandy,14-Sep-18,"Action,Drama,Thriller,Fantasy,Horror",3,0,27,81,37,31,129,6.9
American Ultra,21-Aug-15,"Action,Comedy",20,2,9,50,65,33,99,6.2
Rear Window,1-Sep-54,"Mystery,Thriller",0,0,18,100,8,4,183,8.8
Run Lola Run,18-Jun-99,"Thriller,Crime",5,0,24,77,12,4,173,8.9
Extremely Loud and Incredibly Close,25-Dec-11,Drama,13,9,19,46,66,36,85,5.8
Penguins of Madagascar,26-Nov-14,"Adventure,Comedy,Animation,Family",13,4,14,53,62,23,99,6.5
Lilo & Stitch,21-Jun-02,"Adventure,Sci-Fi,Animation,Family",3,1,26,73,22,3,157,8.5
The Mechanic,28-Jan-11,"Action,Drama,Thriller",18,5,12,49,95,15,72,6.1
Rock of Ages,15-Jun-12,"Drama,Comedy,Romance,Musical",17,12,13,47,57,41,81,5.9
Rio 2,11-Apr-14,"Adventure,Comedy,Animation,Family",26,3,5,49,63,32,83,6.1
Close Encounters of the Third Kind,16-Nov-77,"Adventure,Sci-Fi,Drama",0,0,10,90,26,7,139,7.8
The Wolfman,12-Feb-10,"Thriller,Horror",19,9,8,43,68,39,64,5.5
Robots,11-Mar-05,"Adventure,Sci-Fi,Comedy,Romance,Animation,Family",8,1,24,64,36,10,120,7.6
The Ring Two,18-Mar-05,"Drama,Mystery,Thriller,Horror",20,9,8,44,39,90,32,3.2
A Dangerous Method,23-Nov-11,"Drama,Thriller",7,1,33,76,56,18,85,6.4
Trolls,4-Nov-16,"Adventure,Fantasy,Comedy,Animation,Family,Musical",13,5,14,56,39,20,100,6.8
Citizenfour,24-Oct-14,Documentary,1,0,37,88,17,13,121,7.6
Finding Neverland,12-Nov-04,"Biography,Drama,Family",11,0,27,67,21,4,123,7.9
If I Stay,22-Aug-14,"Drama,Romance,Music",22,6,8,46,44,35,69,5.8
Leave No Trace,29-Jun-18,Drama,1,0,43,88,15,12,118,7.6
Freaky Friday,6-Aug-03,"Fantasy,Comedy,Family",7,0,29,70,24,10,107,8.2
Joy Ride,5-Oct-01,"Action,Thriller,Horror",6,0,25,75,12,5,123,8.7
The Tuxedo,27-Sep-02,"Action,Sci-Fi,Thriller,Comedy",12,13,2,30,18,108,14,1.8
When Harry Met Sally...,12-Jul-89,"Drama,Comedy,Romance",4,0,13,76,10,0,128,8.8
Wanderlust,24-Feb-12,Comedy,16,3,15,53,46,21,68,6.5
Ghost in the Shell,29-Mar-96,"Action,Sci-Fi,Mystery,Thriller,Animation",1,1,12,76,8,2,124,8.8
Ran,20-Dec-85,"Action,Drama,War",1,0,20,96,17,6,107,8.4
The Master of Disguise,2-Aug-02,"Comedy,Family",1,23,0,12,11,96,23,2.4
Cube,11-Sep-98,"Sci-Fi,Drama,Mystery,Thriller,Horror",8,0,4,61,28,7,94,7.3
Burning,26-Oct-18,"Drama,Mystery",2,0,36,90,16,8,103,7.8
Awakenings,20-Dec-90,Drama,4,0,14,74,8,2,113,8.6
The Best Exotic Marigold Hotel,4-May-12,"Drama,Comedy",9,1,25,62,31,5,86,7.4
I Saw the Devil,4-Mar-11,"Drama,Thriller,Horror,Crime",5,0,14,67,13,7,101,7.9
Boyz n the Hood,12-Jul-91,"Drama,Crime",4,0,16,76,9,3,108,8.8
Philadelphia,23-Dec-93,Drama,5,1,15,66,14,2,104,7.8
Can You Ever Forgive Me?,19-Oct-18,"Biography,Drama,Comedy,Crime",1,0,52,87,13,5,99,7.5
Escape Room,4-Jan-19,"Action,Adventure,Sci-Fi,Drama,Mystery,Thriller,Horror",17,4,5,48,50,14,53,6
Sabotage,28-Mar-14,"Action,Drama,Thriller,Crime",15,11,5,41,46,28,39,5.3
Open Season,29-Sep-06,"Adventure,Comedy,Animation,Family",6,6,6,49,41,18,50,6.1
The Voices,6-Feb-15,"Thriller,Comedy,Crime",9,2,13,58,34,6,66,7
While We're Young,27-Mar-15,"Drama,Comedy",7,0,37,77,35,10,59,6.5
Three Colors: Red,23-Nov-94,"Drama,Mystery,Romance",0,0,9,100,1,5,94,8.8
Two Lovers,13-Feb-09,"Drama,Romance",5,1,27,74,6,5,89,8.6
Personal Shopper,10-Mar-17,"Drama,Mystery,Thriller",8,0,30,77,26,9,64,6.5
Cyrus,18-Jun-10,Comedy,8,1,29,74,30,14,54,6.2
Bug,25-May-07,"Drama,Thriller,Horror",9,1,19,62,13,40,45,5
I Heart Huckabees,1-Oct-04,"Drama,Comedy",16,4,20,55,14,20,64,6.7
Peter Pan,25-Dec-03,"Adventure,Fantasy,Romance,Family",10,1,22,64,15,13,69,7.6
Barnyard,4-Aug-06,"Comedy,Animation,Family",8,10,6,42,23,31,42,5.4
Diary of the Dead,15-Feb-08,"Sci-Fi,Thriller,Horror",11,0,18,66,29,28,37,5.4
The International,6-Feb-09,"Action,Mystery,Thriller,Crime",14,3,17,52,31,14,48,6.4
The Interpreter,22-Apr-05,"Drama,Mystery,Thriller",16,0,25,62,13,9,70,7.4
Cats & Dogs,4-Jul-01,"Action,Adventure,Comedy,Family",12,6,8,47,36,17,39,5.9
The Manchurian Candidate,24-Oct-62,"Drama,Mystery,Thriller",1,0,19,94,5,6,77,8.2
In the Line of Fire,9-Jul-93,"Drama,Thriller",3,0,13,74,12,0,75,8.6
Before I Go to Sleep,31-Oct-14,"Mystery,Thriller",18,8,5,41,46,17,24,5.3
Kill the Messenger,10-Oct-14,"Biography,Drama,Mystery,Thriller,Crime",15,1,20,60,20,4,60,7.2
High Life,5-Apr-19,"Adventure,Sci-Fi,Drama,Mystery,Horror",6,1,34,77,20,14,49,6.5
Werckmeister Harmonies,10-Oct-01,"Sci-Fi,Drama,Mystery,Thriller,Horror,Crime",0,0,8,92,7,12,61,8
Dirty Pretty Things,18-Jul-03,"Drama,Thriller,Crime",4,0,31,78,7,0,73,9
